Address,Value,PreviousValue,InitialValue
0x130073d4,0x4096cbe4,0x4096cbe4,0x00000000
0x130073d8,0x3f800000,0x3f800000,0x00000000
0x130073dc,0x3f800000,0x3f800000,0x00000000
0x130073e8,0xffffffff,0xffffffff,0x00000000
0x130073f8,0x805331d8,0x805331d8,0x00000000
0x13007428,0x3eb4579b,0x3eb4579b,0x00000000
0x1300742c,0xbe308138,0xbe308138,0x00000000
0x13007430,0xbe9d452c,0xbe9d452c,0x00000000
0x13007434,0x40448044,0x40448044,0x00000000
0x13007438,0x3f800000,0x3f800000,0x00000000
0x1300743c,0x3e308138,0x3e308138,0x00000000
0x13007450,0x010a0000,0x010a0000,0x00000000
0x13007454,0x00ffff08,0x00ffff08,0x00000000
0x1300745c,0x3e851eb8,0x3e851eb8,0x00000000
0x13007468,0x3f800000,0x3f800000,0x00000000
0x13007470,0x3f800000,0x3f800000,0x00000000
0x13007474,0x3f800000,0x3f800000,0x00000000
0x13007478,0x0001c005,0x0001c005,0x00000000
0x1300747c,0x3f800000,0x3f800000,0x00000000
0x1300748c,0x92fe8a20,0x92fe8a20,0x00000000
0x130074b0,0x3f800000,0x3f800000,0x00000000
0x130074f4,0x3f800000,0x3f800000,0x00000000
0x1300751c,0x3f800000,0x3f800000,0x00000000
0x13007534,0x3f800000,0x3f800000,0x00000000
0x13007548,0x3f800000,0x3f800000,0x00000000
0x13007578,0x3f800000,0x3f800000,0x00000000
0x1300847c,0x3e851eb8,0x3e851eb8,0x00000000
0x13008788,0xffffffff,0xffffffff,0x00000000
0x1300a1dc,0x3f800000,0x3f800000,0x00000000
0x1300a210,0x9300a340,0x9300a340,0x00000000
0x1300a21c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a240,0x9300b6f8,0x9300b6f8,0x00000000
0x1300a4b0,0x3f6224cc,0x3f6224cc,0x00000000
0x1300a580,0x9300a3a0,0x9300a3a0,0x00000000
0x1300a638,0x9300ae50,0x9300ae50,0x00000000
0x1300a63c,0x9300b8e0,0x9300b8e0,0x00000000
0x1300a648,0x9300a340,0x9300a340,0x00000000
0x1300a650,0x9300b90c,0x9300b90c,0x00000000
0x1300a688,0x9300a340,0x9300a340,0x00000000
0x1300a690,0x9300b98c,0x9300b98c,0x00000000
0x1300a698,0x9300ae50,0x9300ae50,0x00000000
0x1300a69c,0x9300b9a0,0x9300b9a0,0x00000000
0x1300a6ac,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a6b0,0x9300b9cc,0x9300b9cc,0x00000000
0x1300a6b8,0x9300ae50,0x9300ae50,0x00000000
0x1300a6bc,0x9300b9d8,0x9300b9d8,0x00000000
0x1300a6cc,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a6d0,0x9300b9f4,0x9300b9f4,0x00000000
0x1300a6d8,0x9300ae50,0x9300ae50,0x00000000
0x1300a6dc,0x9300ba04,0x9300ba04,0x00000000
0x1300a6e8,0x9300a340,0x9300a340,0x00000000
0x1300a6ec,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a6f0,0x9300ba20,0x9300ba20,0x00000000
0x1300a6f8,0x9300ae50,0x9300ae50,0x00000000
0x1300a6fc,0x9300ba30,0x9300ba30,0x00000000
0x1300a700,0x9300a340,0x9300a340,0x00000000
0x1300a704,0x9300b6a8,0x9300b6a8,0x00000000
0x1300a708,0x9300a340,0x9300a340,0x00000000
0x1300a70c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a710,0x9300ba4c,0x9300ba4c,0x00000000
0x1300a718,0x9300ae50,0x9300ae50,0x00000000
0x1300a71c,0x9300ba5c,0x9300ba5c,0x00000000
0x1300a728,0x9300a340,0x9300a340,0x00000000
0x1300a72c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a730,0x9300ba78,0x9300ba78,0x00000000
0x1300a738,0x9300ae50,0x9300ae50,0x00000000
0x1300a73c,0x9300ba88,0x9300ba88,0x00000000
0x1300a748,0x9300a340,0x9300a340,0x00000000
0x1300a74c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a750,0x9300baa4,0x9300baa4,0x00000000
0x1300a758,0x9300ae50,0x9300ae50,0x00000000
0x1300a75c,0x9300bab4,0x9300bab4,0x00000000
0x1300a76c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a778,0x9300ae50,0x9300ae50,0x00000000
0x1300a77c,0x9300bae0,0x9300bae0,0x00000000
0x1300a7a4,0x9300bb2c,0x9300bb2c,0x00000000
0x1300a7a8,0x9300a340,0x9300a340,0x00000000
0x1300a7ac,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a7b8,0x9300ae50,0x9300ae50,0x00000000
0x1300a7bc,0x9300bb54,0x9300bb54,0x00000000
0x1300a7d8,0x9300ae50,0x9300ae50,0x00000000
0x1300a7dc,0x9300bb98,0x9300bb98,0x00000000
0x1300a7e8,0x9300a340,0x9300a340,0x00000000
0x1300a7ec,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a7f0,0x9300bbc4,0x9300bbc4,0x00000000
0x1300a7f8,0x9300ae50,0x9300ae50,0x00000000
0x1300a7fc,0x9300bbdc,0x9300bbdc,0x00000000
0x1300a808,0x9300a340,0x9300a340,0x00000000
0x1300a838,0x9300ae50,0x9300ae50,0x00000000
0x1300a850,0x9300bc90,0x9300bc90,0x00000000
0x1300a870,0x9300bcd4,0x9300bcd4,0x00000000
0x1300a878,0x9300ae50,0x9300ae50,0x00000000
0x1300a87c,0x9300bce0,0x9300bce0,0x00000000
0x1300a89c,0x9300bd1c,0x9300bd1c,0x00000000
0x1300a8b8,0x9300ae50,0x9300ae50,0x00000000
0x1300a8bc,0x9300bd58,0x9300bd58,0x00000000
0x1300a8e8,0x9300a340,0x9300a340,0x00000000
0x1300a8ec,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a8f8,0x9300ae50,0x9300ae50,0x00000000
0x1300a8fc,0x9300bdd0,0x9300bdd0,0x00000000
0x1300a90c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a910,0x9300bdfc,0x9300bdfc,0x00000000
0x1300a918,0x9300ae50,0x9300ae50,0x00000000
0x1300a91c,0x9300be0c,0x9300be0c,0x00000000
0x1300a92c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a930,0x9300be38,0x9300be38,0x00000000
0x1300a938,0x9300ae50,0x9300ae50,0x00000000
0x1300a93c,0x9300be48,0x9300be48,0x00000000
0x1300a948,0x9300a340,0x9300a340,0x00000000
0x1300a94c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a950,0x9300be74,0x9300be74,0x00000000
0x1300a958,0x9300ae50,0x9300ae50,0x00000000
0x1300a95c,0x9300be84,0x9300be84,0x00000000
0x1300a96c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a970,0x9300beb0,0x9300beb0,0x00000000
0x1300a978,0x9300ae50,0x9300ae50,0x00000000
0x1300a97c,0x9300bec0,0x9300bec0,0x00000000
0x1300a98c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a990,0x9300bedc,0x9300bedc,0x00000000
0x1300a998,0x9300ae50,0x9300ae50,0x00000000
0x1300a99c,0x9300beec,0x9300beec,0x00000000
0x1300a9ac,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a9b0,0x9300bf08,0x9300bf08,0x00000000
0x1300a9b8,0x9300ae50,0x9300ae50,0x00000000
0x1300a9bc,0x9300bf18,0x9300bf18,0x00000000
0x1300a9cc,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a9d0,0x9300bf34,0x9300bf34,0x00000000
0x1300a9d8,0x9300ae50,0x9300ae50,0x00000000
0x1300a9dc,0x9300bf44,0x9300bf44,0x00000000
0x1300a9ec,0x9300b6ac,0x9300b6ac,0x00000000
0x1300a9f0,0x9300bf60,0x9300bf60,0x00000000
0x1300a9f8,0x9300ae50,0x9300ae50,0x00000000
0x1300a9fc,0x9300bf70,0x9300bf70,0x00000000
0x1300aa0c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300aa10,0x9300bf8c,0x9300bf8c,0x00000000
0x1300aa18,0x9300ae50,0x9300ae50,0x00000000
0x1300aa1c,0x9300bf9c,0x9300bf9c,0x00000000
0x1300aa30,0x9300bfb8,0x9300bfb8,0x00000000
0x1300aa38,0x9300ae50,0x9300ae50,0x00000000
0x1300aa3c,0x9300bfc8,0x9300bfc8,0x00000000
0x1300aa50,0x9300bfe4,0x9300bfe4,0x00000000
0x1300aa58,0x9300ae50,0x9300ae50,0x00000000
0x1300aa5c,0x9300bff4,0x9300bff4,0x00000000
0x1300aa70,0x9300c020,0x9300c020,0x00000000
0x1300aa78,0x9300ae50,0x9300ae50,0x00000000
0x1300aa7c,0x9300c030,0x9300c030,0x00000000
0x1300aa88,0x9300a340,0x9300a340,0x00000000
0x1300aa8c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300aa90,0x9300c05c,0x9300c05c,0x00000000
0x1300aa98,0x9300ae50,0x9300ae50,0x00000000
0x1300aa9c,0x9300c06c,0x9300c06c,0x00000000
0x1300aaa8,0x9300a340,0x9300a340,0x00000000
0x1300aaac,0x9300b6ac,0x9300b6ac,0x00000000
0x1300aab0,0x9300c098,0x9300c098,0x00000000
0x1300aab8,0x9300ae50,0x9300ae50,0x00000000
0x1300aabc,0x9300c0a8,0x9300c0a8,0x00000000
0x1300aac8,0x9300a340,0x9300a340,0x00000000
0x1300aacc,0x9300b6ac,0x9300b6ac,0x00000000
0x1300aad0,0x9300c0d4,0x9300c0d4,0x00000000
0x1300aad8,0x9300ae50,0x9300ae50,0x00000000
0x1300aadc,0x9300c0e4,0x9300c0e4,0x00000000
0x1300aae8,0x9300a340,0x9300a340,0x00000000
0x1300aaec,0x9300b6ac,0x9300b6ac,0x00000000
0x1300aaf0,0x9300c110,0x9300c110,0x00000000
0x1300aaf8,0x9300ae50,0x9300ae50,0x00000000
0x1300aafc,0x9300c120,0x9300c120,0x00000000
0x1300ab08,0x9300a340,0x9300a340,0x00000000
0x1300ab0c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300ab10,0x9300c14c,0x9300c14c,0x00000000
0x1300ab18,0x9300ae50,0x9300ae50,0x00000000
0x1300ab1c,0x9300c15c,0x9300c15c,0x00000000
0x1300ab2c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300ab30,0x9300c188,0x9300c188,0x00000000
0x1300ab38,0x9300ae50,0x9300ae50,0x00000000
0x1300ab3c,0x9300c19c,0x9300c19c,0x00000000
0x1300ab48,0x9300a340,0x9300a340,0x00000000
0x1300ab4c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300ab50,0x9300c1b8,0x9300c1b8,0x00000000
0x1300ab58,0x9300ae50,0x9300ae50,0x00000000
0x1300ab5c,0x9300c1d0,0x9300c1d0,0x00000000
0x1300ab68,0x9300a340,0x9300a340,0x00000000
0x1300ab70,0x9300c1ec,0x9300c1ec,0x00000000
0x1300ab78,0x9300ae50,0x9300ae50,0x00000000
0x1300ab7c,0x9300c204,0x9300c204,0x00000000
0x1300ab88,0x9300a340,0x9300a340,0x00000000
0x1300ab90,0x9300c220,0x9300c220,0x00000000
0x1300ab98,0x9300ae50,0x9300ae50,0x00000000
0x1300ab9c,0x9300c238,0x9300c238,0x00000000
0x1300abb8,0x9300ae50,0x9300ae50,0x00000000
0x1300abbc,0x9300c26c,0x9300c26c,0x00000000
0x1300abc8,0x9300a340,0x9300a340,0x00000000
0x1300abd0,0x9300c288,0x9300c288,0x00000000
0x1300abdc,0x9300c2a0,0x9300c2a0,0x00000000
0x1300abec,0x9300b6ac,0x9300b6ac,0x00000000
0x1300abf0,0x9300c2bc,0x9300c2bc,0x00000000
0x1300abf8,0x9300ae50,0x9300ae50,0x00000000
0x1300abfc,0x9300c2d4,0x9300c2d4,0x00000000
0x1300ac00,0x9300a340,0x9300a340,0x00000000
0x1300ac04,0x9300b6a8,0x9300b6a8,0x00000000
0x1300ac08,0x9300a340,0x9300a340,0x00000000
0x1300ac0c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300ac10,0x9300c2f0,0x9300c2f0,0x00000000
0x1300ac28,0x9300a340,0x9300a340,0x00000000
0x1300ac30,0x9300c330,0x9300c330,0x00000000
0x1300ac38,0x9300ae50,0x9300ae50,0x00000000
0x1300ac48,0x9300a340,0x9300a340,0x00000000
0x1300ac4c,0x9300b6ac,0x9300b6ac,0x00000000
0x1300ac50,0x9300c370,0x9300c370,0x00000000
0x1300ac58,0x9300ae50,0x9300ae50,0x00000000
0x1300ac5c,0x9300c380,0x9300c380,0x00000000
0x1300ace4,0x9300c52c,0x9300c52c,0x00000000
0x1300ae24,0x9300c7d0,0x9300c7d0,0x00000000
0x1300af54,0x9300c3d1,0x9300c3d1,0x00000000
0x1300af74,0x9300b772,0x9300b772,0x00000000
0x1300af78,0x9300afb0,0x9300afb0,0x00000000
0x1300afb4,0x9300c3e0,0x9300c3e0,0x00000000
0x1300aff4,0x3eaaaaab,0x3eaaaaab,0x00000000
0x1300aff8,0x3bb60b61,0x3bb60b61,0x00000000
0x1300affc,0x40c00000,0x40c00000,0x00000000
0x1300b00c,0x204c4011,0x204c4011,0x00000000
0x1300b010,0x4ff35fd5,0x4ff35fd5,0x00000000
0x1300b014,0x6fb77f99,0x6fb77f99,0x00000000
0x1300b018,0x8f7c9f5e,0x8f7c9f5e,0x00000000
0x1300b01c,0xaf3fbf22,0xaf3fbf22,0x00000000
0x1300b020,0xcf05dee6,0xcf05dee6,0x00000000
0x1300b024,0xeec8feab,0xeec8feab,0x00000000
0x1300b028,0x87870000,0x87870000,0x00000000
0x1300b02c,0x77775a5a,0x77775a5a,0x00000000
0x1300b030,0x0118ffff,0x0118ffff,0x00000000
0x1300b034,0x96962b17,0x96962b17,0x00000000
0x1300b038,0x22228787,0x22228787,0x00000000
0x1300b03c,0x5b34dddd,0x5b34dddd,0x00000000
0x1300b04c,0x5a5abf52,0x5a5abf52,0x00000000
0x1300b050,0x99997878,0x99997878,0x00000000
0x1300b054,0xdb674444,0xdb674444,0x00000000
0x1300b058,0x7878f0ed,0x7878f0ed,0x00000000
0x1300b05c,0x99999696,0x99999696,0x00000000
0x1300b06c,0xff880000,0xff880000,0x00000000
0x1300b070,0xe1e1ffb9,0xe1e1ffb9,0x00000000
0x1300b074,0xdddd0000,0xdddd0000,0x00000000
0x1300b078,0xffa32222,0xffa32222,0x00000000
0x1300b07c,0xffffffaf,0xffffffaf,0x00000000
0x1300b088,0x41727454,0x41727454,0x00000000
0x1300b090,0x6e666f00,0x6e666f00,0x00000000
0x1300b094,0x46726f6d,0x46726f6d,0x00000000
0x1300b098,0x41727454,0x41727454,0x00000000
0x1300b09c,0x6f6f6c4e,0x6f6f6c4e,0x00000000
0x1300b0a8,0x6f6f6c4d,0x6f6f6c4d,0x00000000
0x1300b0b0,0x52657669,0x52657669,0x00000000
0x1300b0b4,0x73696f6e,0x73696f6e,0x00000000
0x1300b0b8,0x00417274,0x00417274,0x00000000
0x1300b0bc,0x546f6f6c,0x546f6f6c,0x00000000
0x1300b0cc,0x6e004172,0x6e004172,0x00000000
0x1300b0d0,0x74546f6f,0x74546f6f,0x00000000
0x1300b0d4,0x6c506f69,0x6c506f69,0x00000000
0x1300b0d8,0x6e746572,0x6e746572,0x00000000
0x1300b0dc,0x53697a65,0x53697a65,0x00000000
0x1300b0e8,0x724d6574,0x724d6574,0x00000000
0x1300b0ec,0x6572004f,0x6572004f,0x00000000
0x1300b0f0,0x72696769,0x72696769,0x00000000
0x1300b0f4,0x6e005269,0x6e005269,0x00000000
0x1300b0f8,0x67687456,0x67687456,0x00000000
0x1300b0fc,0x6563746f,0x6563746f,0x00000000
0x1300b10c,0x61636b56,0x61636b56,0x00000000
0x1300b110,0x6563746f,0x6563746f,0x00000000
0x1300b114,0x72004578,0x72004578,0x00000000
0x1300b118,0x74656e64,0x74656e64,0x00000000
0x1300b11c,0x65644461,0x65644461,0x00000000
0x1300b128,0x74657249,0x74657249,0x00000000
0x1300b12c,0x6e666f00,0x6e666f00,0x00000000
0x1300b130,0x4578706f,0x4578706f,0x00000000
0x1300b134,0x72746572,0x72746572,0x00000000
0x1300b138,0x4e616d65,0x4e616d65,0x00000000
0x1300b13c,0x00457870,0x00457870,0x00000000
0x1300b148,0x6f725265,0x6f725265,0x00000000
0x1300b14c,0x76697369,0x76697369,0x00000000
0x1300b150,0x6f6e0045,0x6f6e0045,0x00000000
0x1300b154,0x78706f72,0x78706f72,0x00000000
0x1300b158,0x7465724d,0x7465724d,0x00000000
0x1300b15c,0x696e6f72,0x696e6f72,0x00000000
0x1300b16c,0x6f727465,0x6f727465,0x00000000
0x1300b170,0x72437573,0x72437573,0x00000000
0x1300b174,0x746f6d69,0x746f6d69,0x00000000
0x1300b178,0x7a617469,0x7a617469,0x00000000
0x1300b17c,0x6f6e0045,0x6f6e0045,0x00000000
0x1300b188,0x75696c64,0x75696c64,0x00000000
0x1300b190,0x65720046,0x65720046,0x00000000
0x1300b194,0x726f6d46,0x726f6d46,0x00000000
0x1300b198,0x696c654e,0x696c654e,0x00000000
0x1300b19c,0x616d6500,0x616d6500,0x00000000
0x1300b1a8,0x00546578,0x00546578,0x00000000
0x1300b1b0,0x54797065,0x54797065,0x00000000
0x1300b1b4,0x00576964,0x00576964,0x00000000
0x1300b1b8,0x74680048,0x74680048,0x00000000
0x1300b1bc,0x65696768,0x65696768,0x00000000
0x1300b1c8,0x6e670053,0x6e670053,0x00000000
0x1300b1cc,0x7562466f,0x7562466f,0x00000000
0x1300b1d0,0x726d6174,0x726d6174,0x00000000
0x1300b1d4,0x004c6179,0x004c6179,0x00000000
0x1300b1d8,0x6f757400,0x6f757400,0x00000000
0x1300b1dc,0x42797465,0x42797465,0x00000000
0x1300b1ec,0x69667446,0x69667446,0x00000000
0x1300b1f0,0x6f72436f,0x6f72436f,0x00000000
0x1300b1f4,0x6d706f6e,0x6d706f6e,0x00000000
0x1300b1f8,0x656e7400,0x656e7400,0x00000000
0x1300b1fc,0x42697473,0x42697473,0x00000000
0x1300b208,0x6e656e74,0x6e656e74,0x00000000
0x1300b20c,0x00496d61,0x00496d61,0x00000000
0x1300b210,0x67657300,0x67657300,0x00000000
0x1300b214,0x4d49504c,0x4d49504c,0x00000000
0x1300b218,0x6576656c,0x6576656c,0x00000000
0x1300b21c,0x73005374,0x73005374,0x00000000
0x1300b22c,0x74657300,0x74657300,0x00000000
0x1300b230,0x55496e74,0x55496e74,0x00000000
0x1300b234,0x38004d61,0x38004d61,0x00000000
0x1300b238,0x74657269,0x74657269,0x00000000
0x1300b23c,0x616c7300,0x616c7300,0x00000000
0x1300b24c,0x61676500,0x61676500,0x00000000
0x1300b250,0x4d617000,0x4d617000,0x00000000
0x1300b254,0x54657874,0x54657874,0x00000000
0x1300b258,0x75726500,0x75726500,0x00000000
0x1300b25c,0x536b656c,0x536b656c,0x00000000
0x1300b260,0x65746f6e,0x65746f6e,0x00000000
0x1300b264,0x7300426f,0x7300426f,0x00000000
0x1300b268,0x6e657300,0x6e657300,0x00000000
0x1300b26c,0x50617265,0x50617265,0x00000000
0x1300b270,0x6e74496e,0x6e74496e,0x00000000
0x1300b274,0x64657800,0x64657800,0x00000000
0x1300b278,0x5472616e,0x5472616e,0x00000000
0x1300b27c,0x73666f72,0x73666f72,0x00000000
0x1300b288,0x65576f72,0x65576f72,0x00000000
0x1300b28c,0x6c645472,0x6c645472,0x00000000
0x1300b290,0x616e7366,0x616e7366,0x00000000
0x1300b294,0x6f726d00,0x6f726d00,0x00000000
0x1300b298,0x4c4f4445,0x4c4f4445,0x00000000
0x1300b29c,0x72726f72,0x72726f72,0x00000000
0x1300b2a0,0x004c4f44,0x004c4f44,0x00000000
0x1300b2a4,0x54797065,0x54797065,0x00000000
0x1300b2a8,0x00566572,0x00566572,0x00000000
0x1300b2ac,0x74657844,0x74657844,0x00000000
0x1300b2b0,0x61746173,0x61746173,0x00000000
0x1300b2b4,0x00566572,0x00566572,0x00000000
0x1300b2b8,0x74696365,0x74696365,0x00000000
0x1300b2bc,0x73005665,0x73005665,0x00000000
0x1300f654,0x6c005368,0x6c005368,0x00000000
0x1300f658,0x69667446,0x69667446,0x00000000
0x1300f65c,0x6f72436f,0x6f72436f,0x00000000
0x1300f67c,0x67657300,0x67657300,0x00000000
0x1300f690,0x00506978,0x00506978,0x00000000
0x1300f6c8,0x536b656c,0x536b656c,0x00000000
0x1300f6cc,0x65746f6e,0x65746f6e,0x00000000
0x1300f6d0,0x7300426f,0x7300426f,0x00000000
0x1300f6d4,0x6e657300,0x6e657300,0x00000000
0x1300f6d8,0x50617265,0x50617265,0x00000000
0x1300f6dc,0x6e74496e,0x6e74496e,0x00000000
0x1300f6e8,0x73666f72,0x73666f72,0x00000000
0x1300f6ec,0x6d00496e,0x6d00496e,0x00000000
0x1300f6f0,0x76657273,0x76657273,0x00000000
0x1300f6f4,0x65576f72,0x65576f72,0x00000000
0x1300f6f8,0x6c645472,0x6c645472,0x00000000
0x1300f6fc,0x616e7366,0x616e7366,0x00000000
0x1300f708,0x72726f72,0x72726f72,0x00000000
0x1300f70c,0x004c4f44,0x004c4f44,0x00000000
0x1300f710,0x54797065,0x54797065,0x00000000
0x1300f714,0x00566572,0x00566572,0x00000000
0x1300f718,0x74657844,0x74657844,0x00000000
0x1300f71c,0x61746173,0x61746173,0x00000000
0x1300f720,0x00566572,0x00566572,0x00000000
0x1300f724,0x74696365,0x74696365,0x00000000
0x1300f728,0x73005665,0x73005665,0x00000000
0x1300f72c,0x72746578,0x72746578,0x00000000
0x1300f730,0x436f6d70,0x436f6d70,0x00000000
0x1300f734,0x6f6e656e,0x6f6e656e,0x00000000
0x1300f738,0x744e616d,0x744e616d,0x00000000
0x1300f73c,0x65730053,0x65730053,0x00000000
0x1300f748,0x72746578,0x72746578,0x00000000
0x1300f74c,0x416e6e6f,0x416e6e6f,0x00000000
0x1300f750,0x74617469,0x74617469,0x00000000
0x1300f754,0x6f6e5365,0x6f6e5365,0x00000000
0x1300f758,0x74730056,0x74730056,0x00000000
0x1300f75c,0x65727465,0x65727465,0x00000000
0x1300f768,0x696f6e73,0x696f6e73,0x00000000
0x1300f76c,0x00496e64,0x00496e64,0x00000000
0x1300f770,0x69636573,0x69636573,0x00000000
0x1300f774,0x4d617046,0x4d617046,0x00000000
0x1300f778,0x726f6d56,0x726f6d56,0x00000000
0x1300f77c,0x65727465,0x65727465,0x00000000
0x1300f788,0x6174696f,0x6174696f,0x00000000
0x1300f78c,0x6e005665,0x6e005665,0x00000000
0x1300f790,0x72746578,0x72746578,0x00000000
0x1300f794,0x416e6e6f,0x416e6e6f,0x00000000
0x1300f798,0x74617469,0x74617469,0x00000000
0x1300f79c,0x6f6e496e,0x6f6e496e,0x00000000
0x1300f7ac,0x54726954,0x54726954,0x00000000
0x1300f7b8,0x73004772,0x73004772,0x00000000
0x1300f7cc,0x65780054,0x65780054,0x00000000
0x1300f7d0,0x72694669,0x72694669,0x00000000
0x1300f7d4,0x72737400,0x72737400,0x00000000
0x1300f7dc,0x6f756e74,0x6f756e74,0x00000000
0x1300f7fc,0x74657854,0x74657854,0x00000000
0x1300f814,0x7269616e,0x7269616e,0x00000000
0x1300f818,0x676c654d,0x676c654d,0x00000000
0x1300f81c,0x61700053,0x61700053,0x00000000
0x1300f82c,0x724d6170,0x724d6170,0x00000000
0x1300f830,0x00426f6e,0x00426f6e,0x00000000
0x1300f834,0x6573466f,0x6573466f,0x00000000
0x1300f838,0x72547269,0x72547269,0x00000000
0x1300f83c,0x616e676c,0x616e676c,0x00000000
0x1300f848,0x6c65546f,0x6c65546f,0x00000000
0x1300f878,0x00496e64,0x00496e64,0x00000000
0x1300f890,0x74617469,0x74617469,0x00000000
0x1300f898,0x7269416e,0x7269416e,0x00000000
0x1300f89c,0x6e6f7461,0x6e6f7461,0x00000000
0x1300f8bc,0x72746578,0x72746578,0x00000000
0x1300f8dc,0x00566572,0x00566572,0x00000000
0x1300f8f4,0x00507269,0x00507269,0x00000000
0x1300f8f8,0x6d617279,0x6d617279,0x00000000
0x1300f8fc,0x546f706f,0x546f706f,0x00000000
0x1300f910,0x64696e67,0x64696e67,0x00000000
0x1300f914,0x73004d61,0x73004d61,0x00000000
0x1300f918,0x74657269,0x74657269,0x00000000
0x1300f93c,0x4f42424d,0x4f42424d,0x00000000
0x1300f94c,0x6e646963,0x6e646963,0x00000000
0x1300f950,0x6573004d,0x6573004d,0x00000000
0x1300f954,0x6f64656c,0x6f64656c,0x00000000
0x1300f958,0x7300536b,0x7300536b,0x00000000
0x1300f95c,0x656c6574,0x656c6574,0x00000000
0x1300f96c,0x6163656d,0x6163656d,0x00000000
0x1300f970,0x656e7400,0x656e7400,0x00000000
0x1300f974,0x4d657368,0x4d657368,0x00000000
0x1300f978,0x42696e64,0x42696e64,0x00000000
0x1300f97c,0x696e6773,0x696e6773,0x00000000
0x1300f988,0x61636b47,0x61636b47,0x00000000
0x1300f98c,0x726f7570,0x726f7570,0x00000000
0x1300f990,0x73005665,0x73005665,0x00000000
0x1300f994,0x63746f72,0x63746f72,0x00000000
0x1300f998,0x54726163,0x54726163,0x00000000
0x1300f99c,0x6b730054,0x6b730054,0x00000000
0x1300f9ac,0x6e73696f,0x6e73696f,0x00000000
0x1300f9b0,0x6e005661,0x6e005661,0x00000000
0x1300f9b4,0x6c756543,0x6c756543,0x00000000
0x1300f9b8,0x75727665,0x75727665,0x00000000
0x1300f9bc,0x00437572,0x00437572,0x00000000
0x1300f9cc,0x666f726d,0x666f726d,0x00000000
0x1300f9d0,0x54726163,0x54726163,0x00000000
0x1300f9d4,0x6b730046,0x6b730046,0x00000000
0x1300f9d8,0x6c616773,0x6c616773,0x00000000
0x1300f9dc,0x004f7269,0x004f7269,0x00000000
0x1300f9ec,0x6500506f,0x6500506f,0x00000000
0x1300f9f0,0x73697469,0x73697469,0x00000000
0x1300f9f4,0x6f6e4375,0x6f6e4375,0x00000000
0x1300f9f8,0x72766500,0x72766500,0x00000000
0x1300f9fc,0x5363616c,0x5363616c,0x00000000
0x1300fa0c,0x5472616e,0x5472616e,0x00000000
0x1300fa10,0x73666f72,0x73666f72,0x00000000
0x1300fa14,0x6d4c4f44,0x6d4c4f44,0x00000000
0x1300fa18,0x4572726f,0x4572726f,0x00000000
0x1300fa1c,0x72730052,0x72730052,0x00000000
0x1300fa2c,0x61636b73,0x61636b73,0x00000000
0x1300fa30,0x00456e74,0x00456e74,0x00000000
0x1300fa34,0x72696573,0x72696573,0x00000000
0x1300fa38,0x0054696d,0x0054696d,0x00000000
0x1300fa3c,0x65537461,0x65537461,0x00000000
0x1300fa4c,0x6d756c61,0x6d756c61,0x00000000
0x1300fa50,0x74696f6e,0x74696f6e,0x00000000
0x1300fa54,0x466c6167,0x466c6167,0x00000000
0x1300fa58,0x73004c6f,0x73004c6f,0x00000000
0x1300fa5c,0x6f705472,0x6f705472,0x00000000
0x1300fa6c,0x72696f64,0x72696f64,0x00000000
0x1300fa70,0x69634c6f,0x69634c6f,0x00000000
0x1300fa74,0x6f700052,0x6f700052,0x00000000
0x1300fa78,0x61646975,0x61646975,0x00000000
0x1300fa7c,0x73006441,0x73006441,0x00000000
0x1300fa8c,0x73580042,0x73580042,0x00000000
0x1300fa90,0x61736973,0x61736973,0x00000000
0x1300fa94,0x59004178,0x59004178,0x00000000
0x1300fa98,0x69730052,0x69730052,0x00000000
0x1300fa9c,0x6f6f744d,0x6f6f744d,0x00000000
0x1300faac,0x696f6e73,0x696f6e73,0x00000000
0x1300fab0,0x00447572,0x00447572,0x00000000
0x1300fab4,0x6174696f,0x6174696f,0x00000000
0x1300fab8,0x6e005469,0x6e005469,0x00000000
0x1300fabc,0x6d655374,0x6d655374,0x00000000
